timestamp,open_price,close_price,high_price,low_price,volume
2/12/2021,212.67,218.67,232.67,140.67,202400.0
6/21/2021,744.43,743.43,753.43,724.43,31552.0
4/17/2021,827.38,824.38,901.38,803.38,421792.0
11/10/2020,617.81,611.81,627.81,541.81,203390.0
4/5/2021,764.03,771.03,816.03,688.03,144640.0
3/21/2020,491.28,497.28,577.28,443.28,387260.0
7/5/2020,465.5,472.5,555.5,433.5,318664.0
12/21/2020,404.88,397.88,462.88,382.88,303200.0
11/20/2021,111.58,108.58,123.58,100.58,68471.0
8/29/2020,306.19,305.19,356.19,275.19,295164.0
5/7/2021,643.65,652.65,708.65,577.65,161261.0
6/24/2021,367.98,374.98,420.98,298.98,600850.0
2/12/2021,470.6,479.6,537.6,377.6,697920.0
11/9/2021,455.76,453.76,509.76,396.76,119328.0
3/13/2020,35.96,41.96,129.96,25.96,369616.0
8/25/2020,726.13,720.13,737.13,651.13,409274.0
10/19/2020,834.19,829.19,883.19,759.19,594952.0
7/21/2021,111.66,108.66,137.66,46.66,349531.0
9/14/2021,561.48,559.48,584.48,472.48,236096.0
7/23/2021,544.01,535.01,639.01,510.01,422088.0
3/21/2020,73.35,65.35,160.35,12.35,688644.0
8/29/2020,218.98,225.98,259.98,191.98,271184.0
1/3/2020,649.57,651.57,678.57,595.57,276971.0
1/18/2021,371.52,373.52,441.52,295.52,251266.0
8/19/2020,923.87,932.87,982.87,831.87,267572.0
7/11/2021,4.82,-2.18,54.82,0,213962.46
2/11/2021,99.16,102.16,191.16,12.16,474887.0
2/1/2020,252.59,250.59,339.59,186.59,536877.0
8/30/2020,703.17,693.17,770.17,652.17,118236.0
1/3/2020,793.93,799.93,808.93,761.93,148238.0
10/4/2021,255.13,253.13,280.13,229.13,79152.0
11/11/2020,346.45,345.45,363.45,254.45,233042.0
8/30/2020,754.2,754.2,835.2,728.2,326885.0
1/14/2020,867.88,866.88,947.88,778.88,599274.0
6/22/2020,359.9,350.9,393.9,260.9,277970.0
9/16/2021,550.71,554.71,567.71,455.71,523152.0
8/19/2021,407.72,416.72,483.72,310.72,500316.0
2/18/2021,645.2,638.2,677.2,567.2,366630.0
3/2/2020,591.07,593.07,619.07,577.07,109662.0
4/14/2020,645.48,638.48,737.48,623.48,428640.0
12/16/2021,2.88,10.88,9.88,0,11490.44
8/22/2021,16.68,17.68,48.68,0,191604.48
11/12/2020,952.44,947.44,966.44,942.44,106824.0
6/12/2021,804.96,795.96,827.96,769.96,87232.0
1/16/2021,256.3,253.3,299.3,208.3,209118.0
10/2/2020,384.5,385.5,465.5,343.5,422608.0
7/7/2021,187.27,190.27,227.27,104.27,338127.0
7/4/2020,538.99,540.99,547.99,466.99,179577.0
7/29/2021,513.01,521.01,583.01,473.01,242550.0
11/29/2021,783.16,789.16,845.16,744.16,416726.0
12/17/2021,934.77,939.77,936.77,895.77,158506.0
2/23/2020,766.92,763.92,820.92,748.92,316440.0
8/29/2021,473.43,471.43,536.43,468.43,288592.0
6/16/2020,274.62,266.62,327.62,211.62,133400.0
9/3/2020,567.8,557.8,584.8,502.8,279128.0
5/8/2020,752.84,758.84,847.84,657.84,401280.0
1/23/2020,141.28,147.28,153.28,55.28,284396.0
6/16/2021,185.51,178.51,269.51,174.51,220590.0
8/16/2021,358.36,360.36,396.36,354.36,83664.0
12/21/2021,897.37,894.37,937.37,877.37,149640.0
12/9/2021,423.26,423.26,448.26,413.26,127820.0
5/29/2021,935.81,944.81,954.81,855.81,441738.0
2/2/2020,281.34,289.34,327.34,261.34,141306.0
8/20/2021,761.46,770.46,851.46,681.46,509830.0
4/12/2020,170.88,174.88,230.88,158.88,149616.0
4/21/2021,7.16,8.16,72.16,0,225500.0
3/10/2021,44.64,46.64,64.64,0,259335.68
3/12/2020,664.97,663.97,715.97,584.97,592382.0
11/14/2020,299.5,300.5,345.5,206.5,149842.0
6/20/2021,132.27,141.27,209.27,93.27,395908.0
6/9/2020,372.21,377.21,417.21,284.21,225169.0
3/20/2021,628.95,630.95,686.95,571.95,373750.0
2/15/2020,111.19,114.19,165.19,63.19,242658.0
1/20/2020,569.48,561.48,643.48,516.48,434467.0
6/18/2021,245.77,238.77,341.77,224.77,488358.0
8/25/2021,305.92,307.92,369.92,233.92,559096.0
4/30/2020,788.3,780.3,871.3,688.3,202398.0
5/19/2021,621.39,628.39,634.39,582.39,136552.0
11/14/2020,294.0,284.0,368.0,292.0,177080.0
11/25/2021,43.28,40.28,92.28,0,437314.92
4/20/2020,524.24,524.24,570.24,496.24,87616.0
4/6/2020,215.19,217.19,278.19,189.19,299129.0
5/12/2020,622.52,616.52,665.52,611.52,73170.0
12/15/2020,311.85,313.85,324.85,260.85,227648.0
3/20/2020,13.82,14.82,85.82,0,404126.38
4/16/2020,759.84,766.84,795.84,690.84,308175.0
4/11/2020,691.29,684.29,742.29,684.29,163154.0
8/17/2021,306.92,297.92,380.92,298.92,400242.0
2/22/2020,456.42,464.42,537.42,407.42,586820.0
4/24/2021,867.78,875.78,934.78,835.78,273438.0
9/17/2020,630.28,635.28,706.28,618.28,246488.0
8/13/2021,582.93,580.93,630.93,568.93,301444.0
11/18/2021,943.48,948.48,1023.48,897.48,388458.0
3/1/2021,135.68,141.68,211.68,120.68,294840.0
9/27/2021,592.41,585.41,644.41,581.41,201411.0
6/14/2020,938.4,936.4,963.4,916.4,103165.0
10/24/2020,606.49,607.49,679.49,540.49,555027.0
9/30/2021,528.55,525.55,579.55,502.55,239162.0
4/8/2020,266.03,273.03,286.03,249.03,39035.0
1/21/2021,706.82,715.82,752.82,648.82,343096.0
9/24/2020,128.14,124.14,215.14,34.14,501551.0
8/3/2021,477.68,471.68,546.68,401.68,308125.0
6/26/2021,740.63,742.63,778.63,707.63,102311.0
7/10/2020,360.85,370.85,402.85,271.85,172396.0
4/2/2020,62.87,56.87,153.87,45.87,220320.0
7/3/2021,729.8,721.8,810.8,633.8,280899.0
6/19/2020,643.43,651.43,671.43,592.43,260779.0
8/25/2021,779.75,789.75,786.75,738.75,195168.0
10/25/2020,489.67,496.67,507.67,476.67,144429.0
5/24/2021,44.76,44.76,136.76,30.76,343864.0
2/27/2021,89.91,97.91,179.91,86.91,151497.0
8/22/2021,576.61,577.61,651.61,485.61,764264.0
12/1/2021,183.22,177.22,234.22,174.22,152220.0
7/26/2020,277.92,275.92,333.92,191.92,494728.0
5/26/2021,666.75,669.75,722.75,572.75,586950.0
8/8/2021,273.74,265.74,288.74,249.74,79209.0
3/26/2020,941.6,933.6,1023.6,905.6,253582.0
1/16/2021,432.07,423.07,494.07,333.07,202377.0
11/21/2021,74.08,69.08,159.08,23.08,320416.0
3/16/2021,120.19,111.19,214.19,65.19,284739.0
2/10/2021,219.92,214.92,286.92,211.92,132825.0
2/6/2021,885.42,892.42,900.42,865.42,80955.0
3/24/2021,109.19,109.19,197.19,41.19,588432.0
1/12/2020,649.76,658.76,736.76,571.76,449460.0
5/16/2021,60.28,68.28,120.28,3.28,484965.0
3/22/2021,51.29,44.29,78.29,17.29,74664.0
9/26/2020,669.63,671.63,761.63,607.63,766766.0
12/4/2020,466.25,457.25,503.25,453.25,209700.0
8/11/2020,231.53,241.53,246.53,185.53,165615.0
5/5/2021,787.25,795.25,843.25,709.25,346524.0
1/16/2020,326.88,323.88,369.88,318.88,210120.0
2/27/2021,405.12,408.12,504.12,326.12,427556.0
12/20/2021,732.1,730.1,741.1,668.1,291489.0
6/8/2020,215.6,221.6,315.6,197.6,448754.0
4/4/2020,73.56,80.56,132.56,0,462634.4
5/17/2021,245.6,235.6,281.6,172.6,142027.0
9/28/2021,296.75,292.75,338.75,213.75,459750.0
7/18/2021,919.99,924.99,971.99,826.99,392225.0
3/19/2020,657.38,653.38,737.38,617.38,439920.0
3/26/2020,140.67,144.67,184.67,45.67,206137.0
10/19/2020,186.4,176.4,211.4,142.4,172845.0
1/5/2020,680.59,686.59,727.59,637.59,95130.0
8/19/2021,699.8,691.8,714.8,636.8,269178.0
10/20/2020,460.81,461.81,502.81,432.81,72310.0
8/28/2021,66.4,62.4,80.4,1.4,199396.0
5/13/2021,427.15,429.15,509.15,336.15,757221.0
1/30/2020,108.06,107.06,131.06,27.06,269776.0
8/29/2020,752.41,750.41,807.41,729.41,254904.0
11/23/2020,421.55,425.55,443.55,338.55,108885.0
2/3/2020,253.84,249.84,282.84,163.84,433874.0
3/19/2021,861.42,853.42,874.42,768.42,239030.0
8/21/2021,904.22,899.22,1004.22,855.22,654855.0
7/25/2020,154.27,151.27,212.27,105.27,111066.0
7/18/2021,946.7,943.7,994.7,859.7,595485.0
6/30/2020,166.01,161.01,175.01,115.01,129840.0
6/24/2020,94.93,91.93,105.93,82.93,43401.0
10/31/2020,60.18,66.18,115.18,4.18,208902.0
11/4/2020,626.44,619.44,637.44,604.44,143781.0
11/12/2021,233.41,235.41,328.41,212.41,189776.0
3/6/2021,919.87,926.87,1005.87,918.87,369054.0
12/7/2021,691.57,689.57,707.57,647.57,179460.0
6/20/2020,49.5,44.5,101.5,2.5,332145.0
9/26/2020,17.95,24.95,117.95,0,140006.65
11/18/2020,64.3,66.3,135.3,50.3,299030.0
7/5/2020,469.9,470.9,564.9,451.9,260352.0
8/3/2021,684.91,693.91,710.91,645.91,275925.0
8/30/2020,326.02,335.02,350.02,266.02,348264.0
2/29/2020,441.34,432.34,523.34,410.34,219220.0
5/18/2020,127.49,121.49,215.49,28.49,274142.0
2/19/2020,972.37,965.37,1072.37,939.37,420413.0
6/15/2021,669.41,677.41,696.41,592.41,359944.0
6/26/2021,433.42,440.42,462.42,412.42,186350.0
6/18/2021,598.11,593.11,617.11,596.11,98490.0
11/4/2020,195.77,204.77,213.77,145.77,71400.0
7/28/2020,964.19,956.19,1059.19,933.19,401184.0
12/20/2020,79.5,80.5,113.5,76.5,64676.0
5/5/2020,299.62,304.62,326.62,261.62,319085.0
7/9/2021,360.17,354.17,446.17,326.17,386400.0
4/2/2020,149.92,152.92,204.92,91.92,178201.0
10/29/2020,6.38,-1.62,41.38,0,90704.96
3/10/2020,474.72,483.72,480.72,422.72,110780.0
1/31/2021,21.69,16.69,89.69,19.69,185990.0
2/11/2020,49.4,57.4,54.4,34.4,96540.0
9/22/2021,697.54,695.54,731.54,603.54,212096.0
6/10/2020,114.53,105.53,212.53,51.53,403627.0
12/1/2021,693.25,692.25,792.25,673.25,168623.0
10/12/2020,924.43,931.43,971.43,874.43,151902.0
4/7/2021,457.99,448.99,464.99,414.99,86600.0
8/15/2021,194.39,185.39,238.39,184.39,212166.0
5/4/2020,338.03,344.03,365.03,287.03,350844.0
10/26/2021,603.86,609.86,609.86,512.86,444357.0
12/12/2021,891.06,899.06,987.06,881.06,223978.0
12/3/2021,501.58,493.58,535.58,412.58,499872.0
4/10/2021,501.48,511.48,506.48,450.48,112728.0
9/24/2021,433.07,431.07,487.07,403.07,340452.0
12/30/2021,965.01,962.01,1019.01,891.01,536832.0
10/15/2021,619.59,626.59,710.59,579.59,447889.0
6/3/2021,335.97,333.97,396.97,334.97,275776.0
11/9/2020,723.73,719.73,740.73,683.73,130359.0
3/24/2021,553.73,545.73,565.73,552.73,29705.0
6/28/2021,746.29,754.29,794.29,723.29,85271.0
9/25/2020,760.91,758.91,848.91,691.91,636949.0
4/7/2021,625.34,623.34,696.34,581.34,527275.0
5/5/2021,560.4,564.4,625.4,494.4,455618.0
5/2/2020,252.83,259.83,315.83,245.83,169960.0
1/19/2021,856.7,861.7,941.7,821.7,483120.0
12/30/2020,745.42,748.42,766.42,739.42,62289.0
9/18/2020,567.54,562.54,568.54,555.54,61971.0
10/7/2021,689.95,693.95,756.95,675.95,267057.0
8/16/2021,807.96,817.96,901.96,749.96,522272.0
3/27/2020,18.54,12.54,88.54,0,104300.12
3/6/2020,146.25,138.25,148.25,107.25,104755.0
10/14/2020,363.43,359.43,449.43,362.43,206625.0
11/24/2020,908.72,899.72,921.72,825.72,336288.0
5/28/2020,895.64,900.64,947.64,864.64,361548.0
11/1/2020,294.08,294.08,381.08,248.08,157206.0
4/25/2020,109.53,104.53,161.53,64.53,405751.0
5/8/2020,670.47,680.47,688.47,596.47,300104.0
9/4/2020,276.35,272.35,316.35,225.35,423241.0
2/13/2020,827.33,833.33,924.33,819.33,449820.0
2/26/2020,183.23,189.23,245.23,135.23,244750.0
12/12/2021,129.48,130.48,208.48,49.48,163134.0
10/22/2020,593.69,583.69,669.69,553.69,561440.0
9/22/2021,693.86,701.86,779.86,686.86,110298.0
11/26/2021,667.43,667.43,681.43,661.43,90380.0
3/21/2021,192.34,200.34,221.34,99.34,498004.0
6/30/2021,892.89,886.89,967.89,856.89,177156.0
9/25/2021,552.6,542.6,627.6,454.6,698574.0
11/3/2020,517.82,520.82,520.82,465.82,167915.0
12/27/2021,938.67,941.67,978.67,861.67,295191.0
8/3/2021,925.18,920.18,966.18,872.18,143726.0
5/14/2020,507.71,503.71,529.71,450.71,312682.0
6/26/2020,534.35,531.35,567.35,443.35,275032.0
5/27/2021,378.41,375.41,392.41,328.41,221824.0
1/19/2021,952.78,942.78,958.78,942.78,18016.0
7/28/2021,722.68,730.68,751.68,648.68,425699.0
2/25/2020,965.8,969.8,1029.8,894.8,169290.0
10/21/2020,40.22,37.22,93.22,0,329625.92
4/18/2020,134.92,139.92,231.92,80.92,664702.0
4/11/2021,494.27,492.27,533.27,414.27,126021.0
8/1/2020,557.99,555.99,606.99,488.99,579144.0
1/14/2020,395.86,404.86,406.86,295.86,230658.0
3/7/2020,616.19,620.19,673.19,593.19,291920.0
8/2/2021,527.43,535.43,623.43,479.43,371664.0
10/15/2020,23.5,27.5,27.5,18.5,40500.0
4/8/2021,601.45,607.45,623.45,564.45,264497.0
4/7/2021,452.89,462.89,521.89,380.89,331068.0
10/30/2020,163.69,155.69,170.69,100.69,272580.0
12/23/2021,191.35,190.35,255.35,111.35,279648.0
2/20/2021,358.9,366.9,413.9,313.9,344100.0
4/29/2020,46.6,56.6,115.6,0.6,506575.0
7/6/2020,692.94,702.94,707.94,646.94,96746.0
8/22/2021,630.69,635.69,717.69,559.69,766774.0
11/16/2020,54.09,57.09,116.09,24.09,264592.0
8/13/2021,178.39,169.39,264.39,162.39,314058.0
6/9/2020,260.74,265.74,272.74,238.74,89352.0
12/30/2021,103.85,107.85,147.85,36.85,184371.0
12/18/2021,267.19,270.19,331.19,177.19,264726.0
3/21/2021,981.35,975.35,1079.35,901.35,359382.0
10/18/2021,594.75,602.75,632.75,517.75,312455.0
8/26/2021,611.9,608.9,614.9,520.9,110826.0
10/29/2021,82.42,90.42,105.42,0,442869.42
11/5/2021,437.37,442.37,464.37,358.37,316728.0
11/26/2020,603.07,596.07,640.07,577.07,311661.0
4/10/2020,227.56,219.56,256.56,205.56,97614.0
5/23/2021,713.5,723.5,725.5,654.5,163726.0
8/9/2021,973.31,979.31,1035.31,949.31,382958.0
5/11/2020,277.27,270.27,342.27,191.27,582860.0
10/15/2021,268.11,263.11,339.11,189.11,377250.0
4/1/2021,476.98,478.98,487.98,474.98,15340.0
1/19/2020,459.12,468.12,559.12,386.12,545988.0
8/10/2020,285.07,288.07,358.07,249.07,434583.0
10/10/2020,181.82,176.82,271.82,110.82,800814.0
5/25/2020,277.02,270.02,283.02,270.02,22126.0
11/20/2020,560.84,550.84,660.84,512.84,404336.0
8/4/2020,351.74,342.74,432.74,264.74,510048.0
3/5/2020,585.13,595.13,621.13,574.13,83848.0
2/10/2020,939.02,940.02,981.02,858.02,525210.0
10/4/2020,675.17,666.17,736.17,586.17,597150.0
8/22/2020,486.79,476.79,531.79,467.79,233280.0
11/30/2021,465.48,466.48,526.48,452.48,221556.0
12/11/2021,796.4,788.4,877.4,795.4,179662.0
5/29/2020,841.85,849.85,861.85,768.85,183489.0
12/31/2020,825.17,825.17,877.17,793.17,105084.0
5/25/2020,297.39,293.39,318.39,209.39,419541.0
10/1/2020,447.97,451.97,491.97,409.97,187206.0
7/20/2020,65.87,57.87,133.87,15.87,242254.0
1/25/2020,416.16,426.16,442.16,408.16,68714.0
7/22/2021,780.34,789.34,845.34,774.34,86833.0
9/26/2020,955.7,961.7,1032.7,883.7,334654.0
4/20/2020,62.13,64.13,78.13,6.13,105120.0
7/15/2021,612.14,607.14,709.14,514.14,789555.0
7/30/2020,340.34,336.34,382.34,305.34,97713.0
4/28/2021,883.3,888.3,973.3,853.3,555960.0
12/3/2021,311.74,303.74,342.74,227.74,285890.0
8/31/2021,371.74,376.74,454.74,299.74,594425.0
7/13/2021,907.81,912.81,975.81,835.81,639380.0
12/9/2021,867.95,869.95,952.95,831.95,377520.0
5/7/2020,671.24,674.24,713.24,653.24,196560.0
12/11/2021,474.35,465.35,475.35,421.35,238194.0
11/16/2020,417.46,409.46,429.46,377.46,190320.0
2/28/2021,673.59,663.59,700.59,629.59,76822.0
3/10/2020,358.99,355.99,414.99,262.99,182856.0
6/28/2020,52.14,58.14,148.14,0,435087.18
4/23/2020,251.06,250.06,329.06,171.06,730118.0
3/25/2021,435.57,438.57,520.57,426.57,320164.0
9/26/2021,132.38,124.38,206.38,129.38,180257.0
9/10/2020,153.35,162.35,172.35,105.35,158053.0
7/24/2020,857.97,859.97,863.97,802.97,302072.0
5/31/2020,259.64,267.64,276.64,224.64,195416.0
1/3/2021,439.95,433.95,481.95,373.95,301320.0
7/19/2021,964.83,957.83,1016.83,955.83,179706.0
11/12/2021,811.26,811.26,859.26,758.26,214524.0
11/18/2020,72.45,78.45,87.45,8.45,296329.0
10/11/2020,442.74,451.74,507.74,413.74,300330.0
11/26/2021,150.14,141.14,226.14,51.14,519575.0
3/3/2021,929.71,924.71,1000.71,898.71,478176.0
1/27/2020,727.24,725.24,781.24,630.24,235409.0
6/30/2021,95.43,99.43,113.43,82.43,48887.0
10/8/2021,712.05,721.05,760.05,655.05,398475.0
9/4/2020,708.06,699.06,751.06,643.06,291384.0
1/11/2021,513.32,523.32,574.32,509.32,198835.0
6/28/2021,486.1,477.1,494.1,398.1,382656.0
3/11/2020,684.24,681.24,754.24,669.24,117725.0
1/2/2021,648.02,638.02,741.02,552.02,627669.0
11/1/2020,127.71,117.71,207.71,48.71,725199.0
10/26/2021,622.04,618.04,676.04,578.04,394352.0
